ticker,name,isin,currency,type,description,maxsalefee,minInvestment,minInvestmentCurr,nav,navDate,monthPerf,month3Perf,month6Perf,month9Perf,perfYear,perf3Year,perf5Year,perf7Year,perf10Year,category,typeDividend,typeIndex,srri,msrating,mscategory
AIGEF,PineBridge Europe Equity Fund - Class A,IE0034235071,USD,EQ-EU,EQ,5,1000,EUR,26.5435009,08.02.2022,-3.211044300451,-4.7202828580146,-3.7647877774918,0.36677821261792,9.1556970197927,9.1280245343166,6.3210284704161,3.727029077183,5.0866746851988,EQ-EU,FALSE,FALSE,6,2,Europe Large-Cap Blend Equity
AIGGEMF,PineBridge Global Emerging Markets Focus Equity Fund - Class A,IE00B0JY6N72,USD,EQ-GEM,EQ,5,1000,EUR,23.33440018,08.02.2022,-4.7843668517846,-10.712823475842,-12.087647120876,-13.518962571483,-17.565514756276,8.6072956958695,7.5345290509128,4.5860237955752,2.6088164864711,EQ-GEM,FALSE,FALSE,6,4,Global Emerging Markets Equity
AIGGCEF,PineBridge Greater China Equity Fund - Class A,IE0032431581,USD,EQ-CN,EQ,5,1000,EUR,46.66830063,08.02.2022,1.920997975483,1.6745207485016,-2.9131283207749,-7.1471632793148,-11.047342759444,5.5504506529014,6.6342618475763,3.1261766210868,4.0760537940143,EQ-CN,FALSE,FALSE,6,1,Greater China Equity
AIGIEF,PineBridge India Equity Fund - Class A,IE00B0JY6M65,USD,EQ-IND,EQ,5,1000,EUR,76.94390106,08.02.2022,-4.9724527943031,-7.2765090302607,-2.3257083375647,8.4713004054428,8.784458211863,14.156894939731,9.970463987467,7.4400061473332,10.045156440571,EQ-IND,FALSE,FALSE,5,4,India Equity
AIGLAF,PineBridge Latin America Equity Fund - Class A,IE00B1B80R65,USD,EQ-LATAM,EQ,5,1000,EUR,12.43939972,08.02.2022,9.9440531009431,5.6101743840524,-9.5796413540448,-9.1324801309023,-7.6620445975237,-7.1717056697895,-0.97413610992966,-0.38570779226705,-4.1696188388909,EQ-LATAM,FALSE,FALSE,6,2,Latin America Equity
AIGSEAF,PineBridge Asia ex Japan Equity Fund - Class A,IE0034224299,USD,EQ-ASEAN,EQ,5,1000,EUR,43.86169815,08.02.2022,-4.7418726422573,-11.701245314469,-17.504194220627,-20.214463069241,-26.369728488405,10.682141105187,7.621694097266,5.1183261636761,5.9642932696642,EQ-ASEAN,FALSE,FALSE,6,4,Asia ex-Japan Equity
AIGSBF,PineBridge Strategic Bond Fund - Class A,IE00B2N6FJ21,USD,BOND-GLB,BOND,5,1000,EUR,20.83550072,08.02.2022,-2.1044569946531,-3.7327776597023,-4.1905015910387,-3.1803121761718,-3.6998520983546,3.5261322175281,2.7063407159218,2.4002936426199,2.7684154629658,BOND-GLB,FALSE,FALSE,4,3,USD Flexible Bond
AIGUSLCREFA,PineBridge US Large Cap Research Enhanced Fund - Class A,IE00B1XK9C88,USD,EQ-US-LC,EQ,5,1000,EUR,38.78939819,08.02.2022,-2.3723950468136,-1.2628068880376,4.0786921138846,8.4393328599464,17.339181728806,16.499100268501,13.508456159458,11.03811100936,12.708504869123,EQ-US-LC,FALSE,FALSE,5,2,US Large-Cap Blend Equity
AZPEB,Allianz Euro Bond - AT - EUR - acc,LU0165915058,EUR,BOND-EUR,BOND,5,100,EUR,16.84000015,08.02.2022,-2.4333719582851,-4.0455840455841,-5.3400786958966,-3.4403669724771,-5.1801801801802,1.1958976862135,0.97818019693967,0.53732418542329,2.9104554223668,BOND-EUR,FALSE,FALSE,3,4,EUR Diversified Bond
AZRBE,Allianz GEM Equity High Dividend AT EUR - acc,LU0293313325,EUR,EQ-HD-GLB,EQ,5,100,EUR,134.6300049,08.02.2022,-0.27407407407408,1.8150192845799,-0.88345726275493,-1.6581446311176,0.074332862558535,9.1890541970194,7.2309685724551,6.7938991027515,4.8664221344153,EQ-HD-GLB,FALSE,FALSE,6,4,Global Emerging Markets Equity
AZREEG,Allianz Europe Equity Growth AT EUR - acc,LU0256839274,EUR,EQ-EU,EQ,5,100,EUR,374.3200073,08.02.2022,-12.246811702926,-16.433371285692,-14.113301057752,-1.9488683989941,5.2643419572553,15.733729928777,9.6515297440636,8.0787893811557,10.743918891002,EQ-EU,FALSE,FALSE,6,4,Europe Large-Cap Growth Equity
AZRELEG,Allianz Euroland Equity Growth - AT - EUR - acc,LU0256840447,EUR,EQ-EU,EQ,5,100,EUR,291.2900085,08.02.2022,-11.099920649454,-16.375276318434,-14.695288019445,-4.6139236361255,-0.68530514831231,13.037075861126,7.8888910290902,6.8076467743106,9.63408461172,EQ-EU,FALSE,FALSE,6,5,Eurozone Large-Cap Equity
AZREMM,Allianz Enhanced Short Term - AT - EUR - acc,LU0293294277,EUR,MM-EUR,MM,2,100,EUR,106.4300003,08.02.2022,-0.18756447528837,-0.38375140396855,-0.55129882264996,-0.65341174274245,-0.76456876456876,-0.4100316296885,-0.35878543731435,-0.31805821236999,-0.083240642348115,MM-EUR,FALSE,FALSE,1,2,EUR Ultra Short-Term Bond
AZRGE,Allianz Global Equity - AT - EUR - acc,LU0101257581,EUR,EQ-GLB,EQ,5,100,EUR,18.37000084,08.02.2022,-6.6090493136757,-8.104052026013,-3.0095036958817,6.6163668020894,12.837837837838,13.511493795735,10.481355385392,9.1386418922825,11.509551570602,EQ-GLB,FALSE,FALSE,6,2,Global Large-Cap Growth Equity
AZROIN,Allianz Oriental Income - AT - USD - acc,LU0348784397,USD,EQ-ASPAC,EQ,5,1000,EUR,228.4600067,08.02.2022,-6.3995411340544,-7.1489534647429,-8.5245245245245,-6.4033758040067,-13.357099514563,23.144182151962,15.841280658368,11.739808370772,9.9901659481152,EQ-ASPAC,FALSE,FALSE,6,5,Asia-Pacific Equity
AZRUSES,Allianz US Equity Fund - CT - EUR,LU0256844787,EUR,EQ-US-LC,EQ,5,100,EUR,290.8900146,08.02.2022,-6.2159460940775,-10.052566481138,-3.3973166843783,3.9486849628359,9.5795976794997,14.781353354097,9.4528175739954,9.6993464551044,11.29317435508,EQ-US-LC,FALSE,FALSE,6,3,US Large-Cap Blend Equity
PARBEU,BNP Paribas Funds Target Risk Balanced,LU0089291651,EUR,BAL-BAL-EUR,BAL,3,100,EUR,265.6799927,08.02.2022,-3.9236249231548,-7.2151987148145,-5.5024008536368,-2.330710977134,-1.49784962183,2.8837406523128,2.2962756596171,1.9930991700829,3.4084322409779,BAL-BAL-EUR,FALSE,FALSE,4,3,EUR Flexible Allocation - Global
PARBR,BNP Paribas Funds Brazil Equity USD,LU0265266980,USD,EQ-BR,EQ,3,1000,EUR,88.04000092,08.02.2022,17.480651187617,10.728210288014,-12.27580709446,-12.41543971349,-11.196288077466,-7.0893589508844,-1.6505867733998,-0.14519100821185,-5.737443058158,EQ-BR,FALSE,FALSE,7,2,Brazil Equity
PAREB,BNP Paribas Funds Euro Bond,LU0075938133,EUR,BOND-EUR,BOND,3,100,EUR,218.6000061,08.02.2022,-2.7623326364486,-4.4329806767509,-5.6945642795513,-4.0344176653936,-5.9744505140006,-0.28805496140124,0.041222577197031,-0.035239738624937,1.8840205654007,BOND-EUR,FALSE,FALSE,3,3,EUR Diversified Bond
PAREBO,BNP Paribas Funds Euro Short Term Corporate Bond Opportunities,LU0099625146,EUR,BOND-CORP-EUR,BOND,3,100,EUR,124.6399994,08.02.2022,-2.327403808479,-2.738977760437,-3.2523480555771,-2.7920761191702,-2.6554201811934,-0.37426691930487,-0.35560928950947,-0.10045664503945,1.0840734832598,BOND-CORP-EUR,FALSE,FALSE,3,2,EUR Flexible Bond
PARECB,BNP Paribas Funds Euro Corporate Bond EUR,LU0131210360,EUR,BOND-CORP-EUR,BOND,3,100,EUR,189.7299957,08.02.2022,-3.415801262472,-4.5479700155959,-5.5458754418281,-4.2831197659167,-4.663082257173,0.55423460624875,0.71062703651708,0.76690872134899,2.6609062768409,BOND-CORP-EUR,FALSE,FALSE,3,3,EUR Corporate Bond
PARECSD,BNP Paribas Funds Sustainable Euro Corporate Bond,LU0265288877,EUR,BOND-CORP-EUR,BOND,3,100,EUR,29,08.02.2022,-3.4620505992011,-4.6993098915544,-5.8441558441558,-4.73061760841,-5.4450640191041,-0.46687151691562,-0.12641543227372,0.0068991449133415,1.9146872505487,BOND-CORP-EUR,FALSE,FALSE,3,2,EUR Corporate Bond
PARED,BNP Paribas Funds Europe Dividend,LU0111491469,EUR,EQ-HD-EU,EQ,3,100,EUR,108.3099976,08.02.2022,-3.0609505056833,-1.0867579908676,3.4775962548963,9.0735146022155,17.715465710249,7.883004779529,3.7409452973054,2.2088386679909,4.8656121953471,EQ-HD-EU,FALSE,FALSE,6,3,Europe Equity Income
PAREGB,BNP Paribas Funds Euro Government Bond,LU0111548326,EUR,BOND-GOV-EUR,BOND,3,100,EUR,401.75,08.02.2022,-2.7451644919993,-4.6336078999217,-6.0585511855212,-3.90595101416,-6.5828023996652,0.53672041428205,0.71606170290555,0.45957334996167,2.6122524807362,BOND-GOV-EUR,FALSE,FALSE,3,3,EUR Government Bond
PAREINB,BNP Paribas Funds Euro Inflation-Linked Bond,LU0190304583,EUR,BOND-INFL-EUR,BOND,3,100,EUR,149.7100067,08.02.2022,-2.2653087870479,-3.8656649328967,-2.0799267447184,1.4432849979672,1.4432849979672,3.0466176825859,1.7783349586671,1.1045057001971,2.1081261251607,BOND-INFL-EUR,FALSE,FALSE,3,3,EUR Inflation-Linked Bond
PAREMC,BNP Paribas Funds Equity Euro Mid Cap EUR,LU0066794719,EUR,EQ-EU-MC,EQ,3,100,EUR,922.7000122,08.02.2022,-6.2353921508851,-8.4232361027025,-6.8403251047504,0.24880216425289,5.4863897748968,6.7740415001818,4.4566282216545,4.3865790200513,8.2471533713051,EQ-EU-MC,FALSE,FALSE,6,2,Europe Mid-Cap Equity
PAREMTB,BNP Paribas Funds Euro Medium Term Bond,LU0086914362,EUR,BOND-MT-EUR,BOND,3,100,EUR,180.3099976,08.02.2022,-1.7437741812435,-2.5772638858872,-3.2412127716662,-2.7821210977517,-3.35012864494,-0.60993829379435,-0.47456071453515,-0.25487441988326,0.9896292281341,BOND-MT-EUR,FALSE,FALSE,2,2,EUR Diversified Bond
PARESCB,BNP Paribas Funds Europe Convertible Small Cap,LU0265291665,EUR,BOND-CONV-EU-SC,BOND,3,100,EUR,186.2899933,08.02.2022,-2.2151068185397,-3.0900483795453,-2.506803433117,0.19901032702239,-1.8803328768566,4.4137862332334,2.5740181138698,2.6588174015791,4.1458039039197,BOND-CONV-EU-SC,FALSE,FALSE,4,5,Convertible Bond - Europe
PARESTB,BNP Paribas Funds Euro Short Term Bond Opportunities,LU0212175227,EUR,BOND-ST-EUR,BOND,3,100,EUR,120.8700027,08.02.2022,-0.72279260780287,-1.1045655375552,-1.3145003265839,-1.1126564673157,-1.2419315303538,-0.28244864830688,-0.46502280149887,-0.36456210618562,0.21345521244778,BOND-ST-EUR,FALSE,FALSE,2,2,EUR Diversified Bond - Short Term
PAREUCB,BNP Paribas Funds Europe Convertible,LU0086913042,EUR,BOND-CONV-EU,BOND,3,100,EUR,150.7700043,08.02.2022,-5.0686311547664,-6.7478970806531,-8.1006948677313,-6.5629647992067,-6.9837744462953,1.515001909585,-1.0523663409935,-1.0393656832282,1.7481260083174,BOND-CONV-EU,FALSE,FALSE,4,3,Convertible Bond - Europe
PAREV,BNP Paribas Funds Europe Value,LU0177332227,EUR,EQ-EU-VAL,EQ,3,100,EUR,188.5899963,08.02.2022,-0.12180913038873,3.0997157227203,8.5160250877496,12.31612173188,24.039726387793,8.3409160061278,3.5297120294342,2.3763899401043,5.2917078238576,EQ-EU-VAL,FALSE,FALSE,6,2,Europe Large-Cap Value Equity
PARGINB,BNP Paribas Funds Global Inflation-linked Bond,LU0249332619,EUR,BOND-INFL-GLB,BOND,3,100,EUR,160.1900024,08.02.2022,-2.1859925505282,-5.1568975725281,-3.4767413834659,0.65979640568055,0.62818016207049,3.291241089626,1.5270551822246,1.7265865933716,1.6969873336687,BOND-INFL-GLB,FALSE,FALSE,4,3,Global Inflation-Linked Bond - EUR Hedged
PARJP,BNP Paribas Funds Japan Equity JPY,LU0012181748,JPY,EQ-JAP,EQ,3,150000,EUR,6107,08.02.2022,-3.5686088741513,-6.4777947932619,1.2769485903814,0.87545424512718,1.6985845129059,10.186666900587,5.4489371499637,4.0732559206798,9.3555773377375,EQ-JAP,FALSE,FALSE,6,3,Japan Large-Cap Equity
PARJSC,BNP Paribas Funds Japan Small Cap,LU0069970746,JPY,EQ-JAP-SC,EQ,3,150000,EUR,13833,08.02.2022,-7.1112006446414,-10.163657617872,-2.9399382542801,-2.3713741266144,-0.021682567215964,10.555721847901,7.5234344110605,8.9796940277988,14.940659448417,EQ-JAP-SC,FALSE,FALSE,6,4,Japan Small/Mid-Cap Equity
PARLA,BNP Paribas Funds Latin America Equity USD,LU0075933415,USD,EQ-LATAM,EQ,3,1000,EUR,481.9200134,08.02.2022,10.471300201724,8.061080341727,-5.9704987122454,-6.5213174535439,-3.4151034151034,-6.4456766391216,-2.3709508266777,-2.0790075836963,-5.4187635292656,EQ-LATAM,FALSE,FALSE,7,2,Latin America Equity
PARSTEU,BNP Paribas Funds Euro Money Market,LU0083138064,EUR,MM-EUR,MM,3,100,EUR,205.1121063,08.02.2022,-0.064610678638199,-0.18552426078626,-0.35607364101912,-0.50784571350657,-0.64908503011473,-0.48711567536369,-0.44028164569309,-0.33496941849347,-0.18902791233206,MM-EUR,FALSE,FALSE,1,,EUR Money Market
PARSTUS,BNP Paribas Funds USD Money Market,LU0012186622,USD,MM-USD,MM,3,1000,EUR,219.0603943,08.02.2022,0.0034877442311121,0.012815459708615,0.01981581338435,0.034056999672405,0.050047768718109,0.86622330364023,1.2270115130625,0.99383882419208,0.71669893159481,MM-USD,FALSE,FALSE,1,,USD Money Market
PARTU,BNP Paribas Funds Turkey Equity EUR,LU0265293521,EUR,EQ-TUR,EQ,3,100,EUR,108.1900024,08.02.2022,1.367937786939,-11.254203920925,-7.4824696425517,-4.375110482588,-22.749018207783,-8.2592406089954,-9.7202972536696,-11.18657448017,-6.2500821360636,EQ-TUR,FALSE,FALSE,7,3,Turkey Equity
PARUDB,BNP Paribas Funds US SHORT DURATION BOND USD,LU0012182399,USD,BOND-ST-USD,BOND,3,1000,EUR,479.6799927,08.02.2022,-0.88641857966403,-1.7029037480276,-2.2656886715566,-2.4901916939402,-2.784645940578,1.6246664963747,1.2856266676589,1.0804334649934,0.72975544795038,BOND-ST-USD,FALSE,FALSE,2,4,USD Diversified Bond - Short Term
PARUHYB,BNP Paribas Funds US High Yield Bond,LU0111549480,USD,BOND-HY-USD,BOND,3,1000,EUR,273.480011,08.02.2022,-2.6241766067296,-3.0968747785416,-2.5894924309884,-1.710753306498,-1.6117426967909,3.7421599462376,3.2432711050952,3.0666263294759,3.6596381580069,BOND-HY-USD,FALSE,FALSE,4,3,USD High Yield Bond
PARUMC,BNP Paribas Funds US Mid Cap USD,LU0154245756,USD,EQ-US-MC,EQ,3,1000,EUR,307.4700012,08.02.2022,-4.7638222084559,-9.8116860260472,-3.9846360428442,-1.9672235684224,3.6578787674466,9.5523735060511,5.6962421557189,5.5390034661261,8.6187546836544,EQ-US-MC,FALSE,FALSE,6,1,US Mid-Cap Equity
CQATRG,C-QUADRAT ARTS Total Return Global-AMI,DE000A0F5G98,EUR,BAL-TR-EUR,BAL,5,100,EUR,128,07.02.2022,-5.8823529411765,-6.6170569781863,-3.3232628398792,-1.0513296227582,0.16433210736364,7.0430889504992,4.0766160473561,1.9116092057057,3.9403199523422,BAL-TR-EUR,FALSE,FALSE,4,4,EUR Flexible Allocation - Global
FTABF,Franklin Templeton - Templeton Asian Bond Fund A(acc)USD - 4344,LU0229949994,USD,BOND-AS,BOND,5,1000,EUR,17.19000053,08.02.2022,0.23323615160351,-0.69324090121315,-0.57836899942162,-2.2740193291643,-3.2639279684862,-1.686663176944,0.29343164321414,-0.86668779112259,-0.33689572165975,BOND-AS,FALSE,FALSE,3,1,Asia Bond - Local Currency
FTAGF,Franklin Templeton - Templeton Asian Growth Fund A(acc)USD - 267,LU0128522157,USD,EQ-ASPAC,EQ,5.75,1000,EUR,42.61999893,08.02.2022,-1.4338575393155,-6.1026657854153,-5.916114790287,-14.228214932582,-20.706976744186,7.2581669870215,5.3903635077107,2.5387440498696,2.0330968233657,EQ-ASPAC,FALSE,FALSE,6,2,Asia ex-Japan Equity
FTBDF,Franklin Templeton - Franklin Biotechnology Discovery Fund A(acc)USD - 4912,LU0109394709,USD,EQ-SEC-HC,EQ,5.75,1000,EUR,33.74000168,08.02.2022,-3.1016657093624,-15.755305867665,-19.397993311037,-17.98736023335,-32.935798052077,4.0401787648626,2.996050791733,0.60281111363933,10.134705230785,EQ-SEC-HC,FALSE,FALSE,7,3,Sector Equity Biotechnology
FTBRICF,Franklin Templeton - Templeton BRIC Fund A(acc)EUR - 4343,LU0229946628,EUR,EQ-BRIC,EQ,5.75,100,EUR,24.02000046,08.02.2022,1.4786649767638,-1.1929247223365,-0.9075907590759,-3.1841999193873,-9.3242733106833,7.8829162641393,8.3975826966272,7.1422313839814,4.3373210620554,EQ-BRIC,FALSE,FALSE,6,4,BRIC Equity
FTEEF,Franklin Templeton - Templeton Eastern Europe Fund A(acc)EUR - 1921,LU0078277505,EUR,EQ-CEE,EQ,5.75,100,EUR,29.01000023,08.02.2022,-4.1941875825627,-15.986099044309,-2.3232323232323,8.2462686567164,16.04,8.856096753458,5.5062247359821,7.0050526653927,2.6012109558934,EQ-CEE,FALSE,FALSE,6,4,Emerging Europe Equity
FTEGF,Franklin Templeton - Franklin European Growth Fund A(acc)EUR - 2399,LU0122612848,EUR,EQ-EU,EQ,5.75,100,EUR,14.23999977,08.02.2022,-3.5883547731889,-4.5576407506702,-3.7837837837838,0.84985835694051,6.0312732688012,-1.4547521718313,-2.2792828833605,-0.90904137982609,3.7335603815013,EQ-EU,FALSE,FALSE,6,1,Europe Flex-Cap Equity
FTEMF,Franklin Templeton - Templeton Emerging Markets Fund A(acc)USD - 250,LU0128522744,USD,EQ-GEM,EQ,5.75,1000,EUR,49.59999847,08.02.2022,-0.26141162276291,-4.320987654321,-7.0638935731684,-13.317022020273,-15.574468085106,7.8760118384834,7.9086829102786,5.3142814865037,2.8441982638901,EQ-GEM,FALSE,FALSE,6,3,Global Emerging Markets Equity
FTESMCGF,Franklin Templeton - Franklin European Small-Mid Cap Fund A(acc)EUR - 2878,LU0138075311,EUR,EQ-EU-SMC,EQ,5.75,100,EUR,37.84000015,08.02.2022,-3.6169128884361,-5.1866700075169,-3.0489367153472,1.3661934101259,13.022700119474,2.2274490350627,1.4108711048199,1.9479090709967,7.0311648002922,EQ-EU-SMC,FALSE,FALSE,6,1,Europe Small-Cap Equity
FTETRF,Franklin Templeton - Templeton European Total Return Fund A(acc)EUR - 4817,LU0170473374,EUR,BOND-EUR,BOND,5,100,EUR,16.06999969,08.02.2022,-2.5469981807156,-3.4834834834835,-4.0597014925373,-3.309265944645,-5.359246171967,2.3461274657731,1.2663895878851,1.0954466990365,3.4387171489955,BOND-EUR,FALSE,FALSE,3,4,EUR Diversified Bond
FTEUROF,Franklin Templeton - Templeton Euroland Fund A(acc)EUR - 2213,LU0093666013,EUR,EQ-EU,EQ,5.75,100,EUR,23.48999977,08.02.2022,-2.287853577371,-3.0940594059406,-1.5507124895222,-0.04255319148937,5.3835800807537,3.5597233741008,1.3008614640296,2.9688520493379,6.6836313159546,EQ-EU,FALSE,FALSE,6,1,Eurozone Large-Cap Equity
FTFMEF,Franklin Templeton - Franklin Mutual European Fund A(acc)EUR - 4820,LU0140363002,EUR,EQ-EU,EQ,5.75,100,EUR,28.36000061,08.02.2022,1.4669051878354,4.8428835489834,5.9790732436472,10.264385692068,21.404109589041,7.5293400590378,3.5506656480692,2.310100358452,5.5272427271556,EQ-EU,FALSE,FALSE,6,1,Europe Large-Cap Value Equity
FTGLBALF,Franklin Templeton - Templeton Global Balanced Fund A(acc)EUR - 309,LU0195953822,EUR,BAL-BAL-USD,BAL,5.75,100,EUR,31.64999962,08.02.2022,-0.12622278321238,0.66793893129771,2.8599285017874,4.6973205425074,7.7263444520082,6.8977999453619,4.0994259991248,3.7500184364021,6.5194609605712,BAL-BAL-USD,FALSE,FALSE,5,1,USD Moderate Allocation
FTGLBF,Franklin Templeton - Templeton Global Bond Fund A(acc)EUR - 256,LU0152980495,EUR,BOND-GOV-GLB,BOND,5,100,EUR,24.03000069,08.02.2022,-0.041597337770372,1.3069139966273,1.1789473684211,2.8241335044929,0.75471698113208,-3.8337217388018,-2.2457286666528,-1.0430131711977,1.9653811181222,BOND-GOV-GLB,FALSE,FALSE,4,1,Global Flexible Bond
FTGLEF,Franklin Templeton - Templeton Global Climate Change Fund A(acc) EUR - 1339,LU0128520375,EUR,EQ-GLB,EQ,5.75,100,EUR,31.5,08.02.2022,-4.5165201576235,-6.7495559502664,-2.8077753779698,1.8099547511312,4.4776119402985,14.507787480224,7.8279019190366,6.2181281447489,9.7271554851736,EQ-GLB,FALSE,FALSE,6,2,Sector Equity Ecology
FTGLEIF,Franklin Templeton - Templeton Global Equity Income Fund A(acc)EUR - 2182,LU0211332647,EUR,EQ-GLB,EQ,5.75,100,EUR,18.96999931,08.02.2022,0.15839493136218,1.1733333333333,4.0021929824561,5.6236080178174,10.354857475276,7.0811308639663,4.5034273820989,3.8012172619909,6.8824183042286,EQ-GLB,FALSE,FALSE,6,1,Global Equity Income
FTGLHYF,Franklin Templeton - Templeton Global High Yield Fund A(acc)EUR - 11614,LU0300743944,EUR,BOND-HY-GLB,BOND,5,100,EUR,14.06000042,08.02.2022,-0.91613812544045,-0.071073205401562,1.5162454873646,4.2253521126761,5.0822122571001,0.77037220058267,-5.9689430065291E-7,1.6594489544952,3.8354865978431,BOND-HY-GLB,FALSE,FALSE,4,1,Global High Yield Bond
FTGLIF,Franklin Templeton - Templeton Global Income Fund A(acc)EUR - 4243,LU0211332563,EUR,BAL-DYN-USD,BAL,5.75,100,EUR,21.45999908,08.02.2022,-1.4239779513091,-3.3768572714993,-3.2025259359495,-3.3768572714993,-0.41763341067286,-0.21651784413931,-0.67573827213812,0.45415088619662,4.1793120725437,BAL-DYN-USD,FALSE,FALSE,5,1,USD Moderate Allocation
FTGLOBALF,Franklin Templeton - Templeton Global Fund A(acc)USD - 254,LU0128525929,USD,EQ-GLB,EQ,5.75,1000,EUR,46.25999832,08.02.2022,-0.55889939810835,-3.3026755852843,-2.5284450063211,-4.677519060375,0.93825005454942,5.4604388103466,3.8813404906052,2.9234021885942,5.5750956605104,EQ-GLB,FALSE,FALSE,6,1,Global Large-Cap Value Equity
FTGLTRF,Franklin Templeton - Templeton Global Total Return Fund A(acc)EUR - 4819,LU0260870661,EUR,BOND-GLB,BOND,5,100,EUR,23.36000061,08.02.2022,0.25751072961373,0.82002589555459,0.21450021450022,1.3449023861171,0.99437959360138,-5.25897922373,-3.2105484604722,-1.5665562200858,1.938110497685,BOND-GLB,FALSE,FALSE,5,1,Global Flexible Bond
FTGREF,Franklin Templeton - Templeton Growth (Euro) Fund A(acc)EUR - 2402,LU0114760746,EUR,EQ-GLB,EQ,5.75,100,EUR,19.01000023,08.02.2022,-1.8585441404233,-2.7123848515865,-0.57531380753137,0.052631578947371,6.3199105145414,4.2884071218611,1.9030555762954,2.3837442816112,6.5708456114699,EQ-GLB,FALSE,FALSE,5,1,Global Large-Cap Value Equity
FTHYEF,Franklin Templeton - Templeton Euro High Yield Fund A(acc)EUR - 4914,LU0131126574,EUR,BOND-HY-EUR,BOND,5,100,EUR,19.96999931,08.02.2022,-3.0111704711025,-2.9168692270297,-3.5265700483092,-2.6803118908382,-2.155805977462,2.0328627466969,1.6732053938148,2.0378457582971,4.0007837744304,BOND-HY-EUR,FALSE,FALSE,4,3,EUR High Yield Bond
FTINDF,Franklin Templeton - Franklin India Fund A(acc)EUR - 4345,LU0231205187,EUR,EQ-IND,EQ,5.75,100,EUR,56.72000122,08.02.2022,-4.4474393530997,-6.0616098045711,8.7631831255992,23.519163763066,20.399066015708,15.807090614201,8.2040867484653,6.8761020230058,10.222791178591,EQ-IND,FALSE,FALSE,6,3,India Equity
FTLAF,Franklin Templeton - Templeton Latin America Fund A(acc)USD - 491,LU0128526570,USD,EQ-LATAM,EQ,5.75,1000,EUR,57.70999908,08.02.2022,11.409266409266,8.4978379394623,-5.4089493525652,-7.3824426255818,-4.5484617929209,-3.8333619841378,0.58902257425888,0.59566918627116,-4.1062065300787,EQ-LATAM,FALSE,FALSE,7,4,Latin America Equity
FTMBF,Franklin Templeton - Franklin Mutual Beacon Fund A(acc)USD - 658,LU0070302665,USD,EQ-US,EQ,5.75,1000,EUR,100.0999985,08.02.2022,-1.8531228551819,-1.8434987252403,0.23029938920596,-1.1846001974334,14.074074074074,8.0964924854909,4.9121220706615,4.8948272350417,7.4465624853866,EQ-US,FALSE,FALSE,6,1,US Large-Cap Value Equity
FTMENA,Franklin Templeton - Franklin MENA Fund A(acc)USD - 12378,LU0352132103,USD,EQ-MENA,EQ,5.75,1000,EUR,9.670000076,08.02.2022,1.4690451206716,1.7894736842105,16.506024096386,21.482412060302,29.97311827957,12.508560110357,10.917684485392,4.554297591128,8.266601600935,EQ-MENA,FALSE,FALSE,5,3,Africa & Middle East Equity
FTMGDF,Franklin Templeton - Franklin Mutual Global Discovery Fund A(acc)EUR - 2183,LU0211333025,EUR,EQ-GLB,EQ,5.75,100,EUR,25.85000038,08.02.2022,-0.11591962905718,3.6903329322102,7.5738660008323,11.953226504981,25.121006776379,9.4421322082429,4.6044525428694,4.6862572943266,7.718641205044,EQ-GLB,FALSE,FALSE,6,2,Global Large-Cap Value Equity
FTNRF,Franklin Templeton - Franklin Natural Resources Fund A(acc)EUR - 11610,LU0300741732,EUR,EQ-SEC-MAT,EQ,5.75,100,EUR,5.929999828,08.02.2022,4.2179261862917,6.6546762589928,26.170212765957,21.267893660532,41.190476190476,3.9457946264763,-2.7294174135128,-2.059681977019,-2.8889259365478,EQ-SEC-MAT,FALSE,FALSE,7,3,Sector Equity Energy
FTSIF,Franklin Templeton - Franklin Strategic Income Fund A(acc)USD - 11613,LU0300737037,USD,BOND-GLB,BOND,5,1000,EUR,16.69000053,08.02.2022,-1.7078916372202,-2.9086678301338,-2.5116822429907,-1.7657445556209,-1.8812463256908,2.6954571831769,2.199061041753,1.7612097142484,2.342691890189,BOND-GLB,FALSE,FALSE,4,3,USD Flexible Bond
FTTECHF,Franklin Templeton - Franklin Technology Fund A(acc)EUR - 4916,LU0260870158,EUR,EQ-SEC-TECH,EQ,5.75,100,EUR,36.29999924,08.02.2022,-5.8609958506224,-18.955123911587,-7.3033707865168,9.5353047676524,1.1987733482018,27.026994096484,23.706099218995,21.125155095597,20.108308196175,EQ-SEC-TECH,FALSE,FALSE,6,4,Sector Equity Technology
FTTJF,Franklin Templeton - Franklin Templeton Japan Fund A(acc)USD - 2378,LU0231790832,USD,EQ-JAP,EQ,5.75,1000,EUR,8.859999657,08.02.2022,-3.3805888767721,-8.3764219234747,-5.1391862955032,-5.24064171123,-8.2815734989648,6.1382292837693,3.4719482635645,4.1171968863451,4.6946694924767,EQ-JAP,FALSE,FALSE,6,2,Japan Large-Cap Equity
FTUSDLRF,Franklin Templeton - Franklin U.S. Dollar Liquid Reserve Fund A(acc)USD - 307,LU0128526901,USD,MM-USD,MM,1.5,1000,EUR,12.06000042,08.02.2022,0,0,0,0,-0.08285004142502,0.61557230150702,0.86791952573995,0.60673740778576,0.37235602618857,MM-USD,FALSE,FALSE,1,,USD Money Market - Short Term
